0.0,0.0,0.0,0.0
16.0,0.0019,0.0029,0.0029
32.0,0.0071,0.0098,0.0114
48.0,0.0165,0.0204,0.0262
64.0,0.033,0.0408,0.0524
80.0,0.066,0.0776,0.1
96.0,0.1226,0.1469,0.1762
112.0,0.2005,0.2367,0.281
128.0,0.3113,0.3551,0.4095
144.0,0.434,0.4816,0.5476
160.0,0.5566,0.6041,0.6714
176.0,0.6604,0.7061,0.7619
192.0,0.7547,0.7878,0.8381
208.0,0.8349,0.8571,0.8952
224.0,0.9009,0.9102,0.9381
240.0,0.9552,0.9592,0.9714
256.0,1.0,1.0,1.0
